datetime,prcp,Kejadian,Lokasi,Kabupaten,Penyebab,SMA10,EMA10
2023-01-08,7.2,TANAH LONGSOR,Kec.Cijeruk Ds.Warung menteng Kec.Cibinong,BOGOR,●Dikarenakan hujan deras sehingga mengakibatkan tebingan tanah longsor,6.8,7.6
2023-01-09,8.0,-,-,-,-,7.3,7.6
2023-01-10,1.6,TANAH LONGSOR,Kec. Caringin Ds. Lemah Duhur,BOGOR,●Dipicu curah hujan dengan intensitas tinggi,6.1,6.5
2023-01-11,2.4,-,-,-,-,5.1,5.8
2023-01-12,1.9,-,-,-,-,4.9,5.1
2023-01-13,3.9,-,-,-,-,4.0,4.9
2023-01-14,2.1,-,-,-,-,3.3,4.4
2023-01-15,3.3,-,-,-,-,3.5,4.2
2023-01-16,2.2,TANAH LONGSOR,Kec. Sukamakmur  Ds. Pabuaran,BOGOR,●Dipicu oleh intensitas curah hujan yang cukup tinggi dan kondisi tanah yang labil,3.4,3.8
2023-01-17,14.3,-,-,-,-,4.7,5.7
2023-01-18,7.9,-,-,-,-,4.8,6.1
2023-01-19,15.3,-,-,-,-,5.5,7.8
2023-01-20,6.9,-,-,-,-,6.0,7.6
2023-01-21,11.5,-,-,-,-,6.9,8.3
2023-01-22,11.2,-,-,-,-,7.9,8.9
2023-01-23,8.4,-,-,-,-,8.3,8.8
2023-01-24,2.1,-,-,-,-,8.3,7.6
2023-01-25,30.7,-,-,-,-,11.0,11.8
2023-01-26,5.4,-,-,-,-,11.4,10.6
2023-01-27,7.0,-,-,-,-,10.6,10.0
2023-01-28,9.6,-,-,-,-,10.8,9.9
2023-01-29,12.4,-,-,-,-,10.5,10.3
2023-01-30,4.9,-,-,-,-,10.3,9.4
2023-01-31,1.1,-,-,-,-,9.3,7.9
2023-02-01,4.2,-,-,-,-,8.6,7.2
2023-02-02,6.1,-,-,-,-,8.4,7.0
2023-02-03,1.9,-,-,-,-,8.3,6.1
2023-02-04,3.4,-,-,-,-,5.6,5.6
2023-02-05,1.7,-,-,-,-,5.2,4.9
2023-02-06,1.2,-,-,-,-,4.6,4.2
2023-02-07,4.0,-,-,-,-,4.1,4.2
2023-02-08,5.2,-,-,-,-,3.4,4.4
2023-02-09,6.6,-,-,-,-,3.5,4.8
2023-02-10,28.3,-,-,-,-,6.3,9.0
2023-02-11,6.9,-,-,-,-,6.5,8.7
2023-02-12,33.3,TANAH LONGSOR,"Kec. Ciomas, Kec. Pamijahan, Kec. Ciawi",BOGOR,-,9.2,13.1
2023-02-13,15.0,-,-,-,-,10.6,13.5
2023-02-14,14.2,-,-,-,-,11.6,13.6
2023-02-15,9.0,-,-,-,-,12.4,12.8
2023-02-16,12.8,-,-,-,-,13.5,12.8
2023-02-17,10.0,-,-,-,-,14.1,12.3
2023-02-18,11.7,-,-,-,-,14.8,12.2
2023-02-19,14.2,TANAH LONGSOR,Kec. Cigombong Ds. Ciburuy  Ds. Ciadeg Kec. Sukamakmur Kec. Ciomas,BOGOR,●Dipicu oleh intensitas curah hujan yang cukup tinggi dan kondisi tanah yang labil,15.5,12.5
2023-02-20,4.8,-,-,-,-,13.2,11.1
2023-02-21,15.9,-,-,-,-,14.1,12.0
2023-02-22,10.2,-,-,-,-,11.8,11.7
2023-02-23,15.6,-,-,-,-,11.8,12.4
2023-02-24,11.9,TANAH LONGSOR,"Kec. Nanggung, Kec. Ciawi, Kec. Caringin",BOGOR,-,11.6,12.3
2023-02-25,16.1,-,-,-,-,12.3,13.0
2023-02-26,19.6,TANAH LONGSOR,Kec. Sukaraja Ds. Gunung Geulis Kec. Pamijahan Ds. Gunung Menyan Kec. Nanggung Ds. Pangkal Jaya Kec. Megamendung Ds. Megamendung Kec. Cibungbulang Ds. Galuga Kec. Leuwisadeng Ds. Sadeng Ds. Sukaharja Kec. Cijeruk,BOGOR,"●Dipicu hujan dengan intensitas tinggi mengakibatkan tembok penahan tanah (TPT) Longsor dengan rincian P : 8 Meter, T: 2 Meter. yang terdampak pada salah satu rumah warga di bagian dapur",13.0,14.2
2023-02-27,19.2,-,-,-,-,13.9,15.1
2023-02-28,20.3,-,-,-,-,14.8,16.0
2023-03-01,17.9,-,-,-,-,15.2,16.4
2023-03-02,41.4,TANAH LONGSOR,Kec. Sukajaya Ds. Harkatjaya,BOGOR,"●Disebabkan hujan deras yang berdurasi cukup lama sehingga tanah bekas pergeseran tanah pada tahun 2021/2022, Mengalami longsor kembali di belakang pemukiman rumah warga",18.8,20.9
2023-03-03,12.3,TANAH LONGSOR,Kec. Nanggung Ds. Nanggung KEc. Pamijahan Kec. Cisarua,BOGOR,●hujan dengan intensitas tinggi yang berdurasi lama menyebabkan terjadinya longsor dan rumah ambruk,18.4,19.4
2023-03-04,12.6,-,-,-,-,18.7,18.1
2023-03-05,10.6,-,-,-,-,18.2,16.8
2023-03-06,3.8,-,-,-,-,17.4,14.4
2023-03-07,2.2,-,-,-,-,16.0,12.2
2023-03-08,20.6,-,-,-,-,16.1,13.7
2023-03-09,29.4,-,-,-,-,17.1,16.6
2023-03-10,9.9,TANAH LONGSOR,Kec. Cibinong Kel Nanggewer,BOGOR,●Dikarenakan hujan deras yang cukup lama  disertai angin menyebabkan tanah tebingan berada di samping rumah warga menjadi longsor,16.1,15.4
2023-03-10,9.9,TANAH LONGSOR,Kec. Cigudeng Ds. Tegallega Kec. Rumpin Ds. Rumpin Kec. Cigombong Ds. Wates Jaya,BOGOR,●Hujan Intensitas Tinggi,15.3,14.4
2023-03-11,6.6,TANAH LONGSOR,"Kec. Sukajaya, Kec. Ciseeng",BOGOR,-,11.8,13.0
2023-03-12,2.3,-,-,-,-,10.8,11.0
2023-03-13,3.1,-,-,-,-,9.8,9.6
2023-03-14,12.7,TANAH LONGSOR,Kec. Ciomas Ds. Parakan Kec. Tenjolaya Kec. Pamijahan Kec. Jonggol Kec. Tamansari Kec. Sukamakmur,BOGOR,"●Dipicu hujan deras yang turun di wilayah tersebut mengakibatkan tembok penahan tanah ( TPT ) kali Cisindangbarang yang berada di kampung laladon karya bakti mengalami longsor dengan rincian sbb : ●Panjang ± 30 meter ●Tinggi ± 5 meter dan ●Di waktu yang sama tepatnya di kampung parakan mulya telah terjadi rumah ambruk kerusakan hanya pada bagian dinding ruang dapur dengan rincian sbb :  ●Panjang ± 4,5 meter ●Lebar ± 2,5 meter.",10.0,10.1
2023-03-15,12.2,-,-,-,-,10.9,10.5
2023-03-16,5.5,-,-,-,-,11.2,9.6
2023-03-17,14.3,TANAH LONGSOR,Kec. Babakan Madang Ds. Bojong Koneng,BOGOR,Dipicu oleh intensitas curah hujan yang cukup tinggi dan kondisi tanah yang labil,10.6,10.5
2023-03-17,14.3,TANAH LONGSOR,Kec. Tamansari Ds. Sukaresmi,BOGOR,●Dipicu hujan deras disertai angin kencang di wilayah Tamansari dan sekitarnya yang berakibat 1 rumah terdampak Tanah Longsor dan mengalami kerusakan,9.1,11.2
2023-03-18,17.9,TANAH LONGSOR,"Kec. Cigombong, Kec. Cijeruk, Kec. Dramaga, Kec. Nanggung",BOGOR,-,9.9,12.4
2023-03-19,5.9,TANAH LONGSOR,Kec. Pamijahan Ds. Ciasihan Kec. Cigombong Ds. Ciadeg Ds. Ciburuy Ds. Cisalada,BOGOR,●Dipicu oleh intensitas curah hujan yang cukup tinggi,9.5,11.2
2023-03-20,37.0,TANAH LONGSOR,Kec. Sukaraja Ds Pasir Jambu,BOGOR,"●hujan  deras menyebabkan derasnya air sodetan kali palayang ke kali Cibuluh, mengakibatkan rusaknya turap sodetan   yang mengakibatkan longsor",12.5,15.9
2023-03-20,37.0,TANAH LONGSOR,Kec. Megamendung  Ds. Megamendung,BOGOR,●Dipicu oleh intensitas curah hujan yang cukup tinggi menyebabkan TPT lahan parkir wisata Curug Cilember Longsor dan menimpa korban yang sedang berteduh,16.0,19.7
2023-03-21,9.7,TANAH LONGSOR,Kec. Cigombong Ds Tugu Jaya,BOGOR,●hujan deras yang cukup lama sehingga mengakibatkan tanah longsor,16.6,17.9
2023-03-21,9.7,TANAH LONGSOR,Kec. Caringin Ds. Ciderum Kec. Megamendung,BOGOR,●Disebabkan hujan deras yang terus menerus sehingga mengakibatkan terjadi nya tanah longsor,16.4,16.4
2023-03-22,20.2,-,-,-,-,17.2,17.1
2023-03-23,9.6,-,-,-,-,17.6,15.7
2023-03-24,28.6,-,-,-,-,19.0,18.1
2023-03-25,1.0,-,-,-,-,17.7,15.0
2023-03-26,16.9,TANAH LONGSOR,Kec. Citeureup Kel Tajur Kec. Ciawi,BOGOR,●Hujan Intensitas Tinggi,17.6,15.3
2023-03-27,1.8,-,-,-,-,17.2,12.9
2023-03-28,2.3,-,-,-,-,13.7,10.9
2023-03-29,4.0,-,-,-,-,10.4,9.7
2023-03-30,11.6,-,-,-,-,10.6,10.0
2023-03-31,6.6,-,-,-,-,10.3,9.4
2023-04-01,11.1,-,-,-,-,9.4,9.7
2023-04-02,2.0,-,-,-,-,8.6,8.3
2023-04-03,3.3,-,-,-,-,6.1,7.4
2023-04-04,1.8,-,-,-,-,6.1,6.4
2023-04-05,0.1,-,-,-,-,4.5,5.2
2023-04-07,1.3,-,-,-,-,4.4,4.5
2023-04-08,2.0,-,-,-,-,4.4,4.1
2023-04-09,5.5,-,-,-,-,4.5,4.3
2023-04-10,0.4,-,-,-,-,3.4,3.6
2023-04-11,8.9,-,-,-,-,3.6,4.6
2023-04-12,4.7,-,-,-,-,3.0,4.6
2023-04-13,2.4,-,-,-,-,3.0,4.2
2023-04-14,3.6,-,-,-,-,3.1,4.1
2023-04-15,16.7,-,-,-,-,4.6,6.4
2023-04-16,7.0,-,-,-,-,5.2,6.5
2023-04-17,5.6,-,-,-,-,5.7,6.3
2023-04-18,15.4,-,-,-,-,7.0,8.0
2023-04-19,20.7,TANAH LONGSOR,Kec. Sukamakmur Kel. Pabuaran Kec. Klapanunggal Kel. Lulut,BOGOR,●Dipicu hujan yang cukup lama mengakibatkan tebingan longsor dan TPT ambruk,8.5,10.3
2023-04-20,33.3,TANAH LONGSOR,Kec. Cigudeg Ds. Cigudeg Kec. Tanjungsari Ds. Sukarasa KEc. Klapanunggal Ds. Lulut,BOGOR,-,11.8,14.5
2023-04-21,11.3,-,-,-,-,12.1,13.9
2023-04-22,13.6,TANAH LONGSOR,Kec. Dramaga Ds. Dramaga Kec. Sukamakmur Ds. Sukamakmur,BOGOR,-,13.0,13.8
2023-04-23,5.2,TANAH LONGSOR,Kec. Gunung Putri Ds. Gunung Putri,BOGOR,-,13.2,12.3
2023-04-24,19.1,TANAH LONGSOR,Kec. Sukamakmur Ds. Sukawangi,BOGOR,●Dipicu oleh intensitas curah hujan yang cukup tinggi dan kondisi tanah yang labil,14.8,13.5
2023-04-25,20.2,TANAH LONGSOR,Kec. Sukajaya  Ds. Kiara Pandak  Ds. Sukamulih Kec. Cigudeg Ds. Banyuresmi,BOGOR,"●Dipicu hujan dengan intensitas tinggi & berangsur lama yang terjadi pada hari Selasa, 25 April 2023, Pkl. 20:15 WIB sehingga menyebabkan TPT (tebing penahan tanah) longsor dengan perkirakan panjang ± 10 meter, lebar ± 2 meter dan tinggi ± 15 meter",15.1,14.7
2023-04-26,23.6,TANAH LONGSOR,Kec. Cijeruk Ds. Palasari,BOGOR,"Hujan deras dengan intensitas tinggi, sehingga mengakibatkan tanah longsor yang berdampak pada beberapa bagian rumah mengalami kerusakan. Dengan ukuran longsor P: 6m, T: 15m, L: 4m",16.8,16.3
2023-04-27,5.9,-,-,-,-,16.8,14.4
2023-04-28,9.0,-,-,-,-,16.2,13.5
2023-04-29,3.8,-,-,-,-,14.5,11.7
2023-04-30,10.1,TANAH LONGSOR,Kec. Mega Mendung Ds. Sukamanah,BOGOR,Diakibatkan hujan deras disertai angin kencang di wilayah tersebut  sehingga menyebabkan beberapa unit rumah mengalami kerusakan,12.2,11.4
2023-05-01,3.6,TANAH LONGSOR,Kec. Megamendung Ds.Sukamahi,BOGOR,●Dipicu hujan dengan intensitas tinggi sehingga mengakibatkan tebingan longsor,11.4,10.0
2023-05-02,10.4,TANAH LONGSOR,"Kec. Cijeruk Ds Tajurhalang Kec. Sukamakmur  Ds, Sukamakmur  Kec. Ciawi Ds Cibedug",BOGOR,●Dikarenakan hujan dengan durasi yang cukup lama,11.1,10.1
2023-05-03,34.2,TANAH LONGSOR,Kec. Megamendung  Ds. Cipayung,BOGOR,●hujan dengan intensitas tinggi,14.0,14.5
2023-05-03,34.2,TANAH LONGSOR,Kec. Pamijahan  Ds. Cibunian,BOGOR,●hujan dengan intensitas tinggi yang berdurasi cukup lama dan mengakibatkan halaman rumah warga longsor,15.5,18.0
2023-05-04,67.0,-,-,-,-,20.2,26.9
2023-05-05,18.7,TANAH LONGSOR,Kec. Nanggung  Ds. Malasari,BOGOR,"●hujan dengan intensitas tinggi yang cukup lama, sehingga mengakibatkan TPT di titik yang berbeda mengalami longsor",19.7,25.4
2023-05-06,10.4,TANAH LONGSOR,Kec. Babakan Madang  Ds. Bojong Koneng,BOGOR,●Dikarenakan hujan deras yang cukup lama mengakibatkan pergeseran tanah,20.1,22.7
2023-05-07,34.2,TANAH LONGSOR,Kec. Megamendung Ds. Kuta,BOGOR,-,22.7,24.8
2023-05-08,12.5,TANAH LONGSOR,Kec. Citeureup Ds. Tajur Kec. Sukajaya Ds. Sukamulih,BOGOR,●Dipicu hujan dengan intensitas tinggi mengakibatkan TPT setinggi 6 meter panjang 12 meter dan menimpa bangunan Rumah pada bagian kamar,23.5,22.6
2023-05-09,1.6,-,-,-,-,22.7,18.8
2023-05-10,1.5,-,-,-,-,22.5,15.6
2023-05-11,1.0,-,-,-,-,21.5,13.0
2023-05-12,0.1,-,-,-,-,18.1,10.6
2023-05-13,28.4,-,-,-,-,17.5,13.9
2023-05-14,3.8,-,-,-,-,11.2,12.0
2023-05-15,2.5,TANAH LONGSOR,Kec. Sukajaya Ds. Sukamulih,BOGOR,-,9.6,10.3
2023-05-16,5.0,-,-,-,-,9.1,9.3
2023-05-17,2.8,-,-,-,-,5.9,8.1
2023-05-18,5.2,-,-,-,-,5.2,7.6
2023-05-19,4.7,TANAH LONGSOR,Kec. Babakan Madang Ds. Bojong Koneng,BOGOR,Dipicu oleh intensitas curah hujan yang cukup tinggi dan kondisi tanah yang labil,5.5,7.1
2023-05-20,6.6,-,-,-,-,6.0,7.0
2023-05-21,2.5,-,-,-,-,6.2,6.2
2023-05-22,1.7,-,-,-,-,6.3,5.4
2023-05-23,6.2,TANAH LONGSOR,Kec. Babakan Madang Ds. Bojong Koneng,BOGOR,-,4.1,5.5
2023-05-24,6.7,-,-,-,-,4.4,5.7
2023-05-25,11.5,-,-,-,-,5.3,6.8
2023-05-26,6.5,-,-,-,-,5.4,6.7
2023-05-27,4.2,-,-,-,-,5.6,6.3
2023-05-28,3.7,-,-,-,-,5.4,5.8
2023-05-29,2.7,-,-,-,-,5.2,5.2
2023-05-30,5.4,-,-,-,-,5.1,5.3
2023-05-31,1.2,-,-,-,-,5.0,4.5
2023-06-01,8.8,-,-,-,-,5.7,5.3
2023-06-02,5.4,-,-,-,-,5.6,5.3
2023-06-03,4.6,-,-,-,-,5.4,5.2
2023-06-04,4.2,-,-,-,-,4.7,5.0
2023-06-05,3.8,TANAH LONGSOR,Kec. Cigudeg Ds. Cintamanik,BOGOR,●Dipicu oleh intensitas curah hujan yang cukup tinggi,4.4,4.8
2023-06-06,8.7,-,-,-,-,4.8,5.5
2023-06-07,16.4,-,-,-,-,6.1,7.5
2023-06-08,10.6,-,-,-,-,6.9,8.0
2023-06-09,4.4,-,-,-,-,6.8,7.4
2023-06-10,4.5,-,-,-,-,7.1,6.9
2023-06-11,2.8,-,-,-,-,6.5,6.1
2023-06-12,1.9,-,-,-,-,6.2,5.4
2023-06-13,5.3,-,-,-,-,6.3,5.3
2023-06-14,10.9,TANAH LONGSOR,Kec.  Nanggung Ds. Sukaluyu,BOGOR,Dipicu oleh intensitas curah hujan yang cukup tinggi dan kondisi tanah yang labil,6.9,6.4
2023-06-15,3.6,-,-,-,-,6.9,5.9
2023-06-16,5.1,-,-,-,-,6.6,5.7
2023-06-17,4.0,-,-,-,-,5.3,5.4
2023-06-18,4.3,-,-,-,-,4.7,5.2
2023-06-19,17.4,-,-,-,-,6.0,7.4
2023-06-20,11.6,TANAH LONGSOR,Kec. Leuwiliang Ds. Cibeber 2 Kec. Caringin Ds. Ciderum,BOGOR,●Akibat hujan yg cukup lama sehingga  menyebabkan TPT ambruk yang  menimpa 1 unit rumah,6.7,8.2
2023-06-20,11.6,TANAH LONGSOR,Kec. Nanggung  Ds. Nanggung,BOGOR,"●hujan deras dengan intensitas tinggi yang cukup lama, sehingga mengakibatkan beberapa TPT  dan rumah terdampak di beberapa titik yang berbeda. Dengan Rincian: Rumah terdampak pada bagian dinding rumah, lantai dan atap",7.6,8.8
2023-06-21,7.2,-,-,-,-,8.1,8.5
2023-06-22,4.0,-,-,-,-,8.0,7.7
2023-06-23,11.1,-,-,-,-,8.0,8.3
2023-06-24,2.9,TANAH LONGSOR,Kec. Cigudeg  Ds. Mekarjaya,BOGOR,●hujan deras dengan intensitas tinggi,7.9,7.3
2023-06-25,2.5,TANAH LONGSOR,Kec. Ciseeng  Ds. Cibentang,BOGOR,●Disebabkan hujan yang cukup deras di wilayah tersebut mengakibatkan (TPT) setinggi 2 meter longsor menimpa rumah milik warga,7.7,6.4
2023-06-25,2.5,TANAH LONGSOR,Kec. Cibinong Ds. Nanggewer Mekar,BOGOR,●Dipicu oleh intensitas curah hujan yang cukup tinggi,7.5,5.7
2023-06-26,2.3,-,-,-,-,7.3,5.1
2023-06-27,1.5,-,-,-,-,5.7,4.5
2023-06-28,3.8,TANAH LONGSOR,Kec. Leuwiliang Ds. Karyasari,BOGOR,Dipicu oleh curah hujan yang mulai berkurang,4.9,4.3
2023-06-29,9.3,-,-,-,-,4.7,5.2
2023-06-30,4.4,-,-,-,-,4.4,5.1
2023-07-01,14.1,-,-,-,-,5.4,6.7
2023-07-02,1.7,-,-,-,-,4.5,5.8
2023-07-03,3.4,-,-,-,-,4.6,5.4
2023-07-04,4.9,-,-,-,-,4.8,5.3
2023-07-05,7.1,-,-,-,-,5.2,5.6
2023-07-06,21.3,-,-,-,-,7.2,8.5
2023-07-07,7.5,-,-,-,-,7.8,8.3
2023-07-08,13.8,-,-,-,-,8.8,9.3
2023-07-09,7.5,-,-,-,-,8.6,9.0
2023-07-10,12.9,-,-,-,-,9.4,9.7
2023-07-11,0.5,-,-,-,-,8.1,8.0
2023-07-12,3.2,-,-,-,-,8.2,7.1
2023-07-13,7.0,-,-,-,-,8.6,7.1
2023-07-14,7.6,-,-,-,-,8.8,7.2
2023-07-15,4.9,-,-,-,-,8.6,6.8
2023-07-16,2.3,TANAH LONGSOR,KEC. Nanggung DS. Cisarua,BOGOR,-,6.7,6.0
2023-07-17,1.2,TANAH LONGSOR,KEC. Tanjungsari DS. Cibadak,BOGOR,-,6.1,5.1
2023-07-19,2.0,-,-,-,-,4.9,4.5
2023-07-21,1.8,-,-,-,-,4.3,4.0
2023-07-22,5.3,-,-,-,-,3.6,4.3
2023-07-23,3.0,-,-,-,-,3.8,4.0
2023-07-24,1.8,TANAH LONGSOR,Kec. Cigombong  Ds. Ciadeg,BOGOR,●Hujan intensitas tinggi dengan durasi yang cukup lama di wilayah tersebut menyebabkan 2 unit rumah warga mengalami kerusakan pada bagian atap & dinding rumah.,3.7,3.6
2023-07-25,5.4,-,-,-,-,3.5,4.0
2023-07-26,9.4,-,-,-,-,3.7,4.9
2023-07-27,4.8,-,-,-,-,3.7,4.9
2023-07-28,10.8,-,-,-,-,4.6,6.0
2023-07-29,2.5,-,-,-,-,4.7,5.4
2023-07-30,2.5,-,-,-,-,4.7,4.8
2023-08-02,5.2,-,-,-,-,5.1,4.9
2023-08-03,5.8,-,-,-,-,5.1,5.1
2023-08-04,3.3,-,-,-,-,5.2,4.7
2023-08-05,3.2,-,-,-,-,5.3,4.5
2023-08-06,1.8,-,-,-,-,4.9,4.0
2023-08-07,2.0,-,-,-,-,4.2,3.6
2023-08-08,3.0,-,-,-,-,4.0,3.5
2023-08-09,3.6,-,-,-,-,3.3,3.5
2023-08-10,1.2,-,-,-,-,3.2,3.1
2023-08-11,1.3,-,-,-,-,3.0,2.8
2023-08-12,1.5,-,-,-,-,2.7,2.5
2023-08-13,1.2,-,-,-,-,2.2,2.3
2023-08-14,2.0,-,-,-,-,2.1,2.2
2023-08-15,1.6,-,-,-,-,1.9,2.1
2023-08-16,3.1,-,-,-,-,2.0,2.3
2023-08-17,1.5,-,-,-,-,2.0,2.2
2023-08-18,0.7,-,-,-,-,1.8,1.9
2023-08-19,2.4,-,-,-,-,1.6,2.0
2023-08-20,3.8,-,-,-,-,1.9,2.3
2023-08-21,0.8,-,-,-,-,1.9,2.0
2023-08-22,2.1,-,-,-,-,1.9,2.1
2023-08-23,5.1,-,-,-,-,2.3,2.6
2023-08-24,2.4,-,-,-,-,2.4,2.6
2023-08-25,3.7,-,-,-,-,2.6,2.8
2023-08-26,1.9,-,-,-,-,2.4,2.6
2023-08-27,4.6,TANAH LONGSOR,Kec. Dramaga  Ds. Sinar Sari Ds. Negla sari,BOGOR,Dipicu oleh intensitas curah hujan yang cukup tinggi,2.8,3.0
2023-08-28,9.0,-,-,-,-,3.6,4.1
2023-08-29,6.4,-,-,-,-,4.0,4.5
2023-08-30,0.9,-,-,-,-,3.7,3.8
2023-08-31,0.6,-,-,-,-,3.7,3.3
2023-09-01,0.7,-,-,-,-,3.5,2.8
2023-09-02,2.1,-,-,-,-,3.2,2.7
2023-09-03,3.7,-,-,-,-,3.4,2.9
2023-09-05,0.1,-,-,-,-,3.0,2.4
2023-09-08,2.7,-,-,-,-,3.1,2.4
2023-09-09,4.8,-,-,-,-,3.1,2.8
2023-09-10,2.5,-,-,-,-,2.4,2.8
2023-09-11,0.6,-,-,-,-,1.9,2.4
2023-09-12,1.0,-,-,-,-,1.9,2.1
2023-09-13,0.8,-,-,-,-,1.9,1.9
2023-09-14,4.0,-,-,-,-,2.2,2.3
2023-09-15,0.3,-,-,-,-,2.0,1.9
2023-09-16,3.9,-,-,-,-,2.1,2.3
2023-09-17,6.2,-,-,-,-,2.7,3.0
2023-09-18,8.1,-,-,-,-,3.2,3.9
2023-09-19,16.8,-,-,-,-,4.4,6.3
2023-09-20,8.8,-,-,-,-,5.0,6.7
2023-09-21,1.8,-,-,-,-,5.2,5.8
2023-09-22,0.8,-,-,-,-,5.2,4.9
2023-09-23,1.1,-,-,-,-,5.2,4.2
2023-09-24,1.3,-,-,-,-,4.9,3.7
2023-09-25,5.1,-,-,-,-,5.4,3.9
2023-09-28,0.3,-,-,-,-,5.0,3.3
2023-09-29,14.7,-,-,-,-,5.9,5.4
2023-09-30,0.8,-,-,-,-,5.2,4.5
2023-10-01,0.8,-,-,-,-,3.6,3.9
2023-10-02,0.7,-,-,-,-,2.7,3.3
2023-10-03,2.1,-,-,-,-,2.8,3.1
2023-10-04,2.3,-,-,-,-,2.9,2.9
2023-10-05,3.0,-,-,-,-,3.1,2.9
2023-10-06,5.8,-,-,-,-,3.6,3.5
2023-10-07,3.0,-,-,-,-,3.3,3.4
2023-10-08,3.5,-,-,-,-,3.7,3.4
2023-10-09,7.1,-,-,-,-,2.9,4.1
2023-10-10,11.6,TANAH LONGSOR,Kec. Sukajaya Ds. Kiarasari,BOGOR,●Dipicu oleh intensitas curah hujan yang cukup tinggi,4.0,5.4
2023-10-11,1.3,-,-,-,-,4.0,4.7
2023-10-12,0.3,-,-,-,-,4.0,3.9
2023-10-13,4.9,-,-,-,-,4.3,4.1
2023-10-14,1.6,TANAH LONGSOR,Kec. Rumpin  Ds. Mekarsari,BOGOR,●Dipicu kondisi tanah yang labil sehingga terjadi pergeseran tanah,4.2,3.6
2023-10-15,3.1,-,-,-,-,4.2,3.5
2023-10-16,2.5,TANAH LONGSOR,Kec. Cigombong  Ds. Tugu Jaya,BOGOR,●Dipicu kondisi tanah yang labil,3.9,3.3
2023-10-17,1.6,-,-,-,-,3.7,3.0
2023-10-19,1.6,-,-,-,-,3.6,2.8
2023-10-20,14.1,TANAH LONGSOR,Kec. Nanggung Ds. Cisarua,BOGOR,●terjadi  hujan yang cukup tinggi Dan durasi yang cukup lama sehingga menyebabkan TPT longsor,4.3,4.8
2023-10-21,12.1,-,-,-,-,4.3,6.1
2023-10-22,11.3,-,-,-,-,5.3,7.1
2023-10-23,2.1,-,-,-,-,5.5,6.2
2023-10-24,26.2,-,-,-,-,7.6,9.8
2023-10-25,38.3,-,-,-,-,11.3,15.0
2023-10-26,17.5,-,-,-,-,12.7,15.5
2023-10-27,3.0,-,-,-,-,12.8,13.2
2023-10-28,6.2,-,-,-,-,13.2,11.9
2023-10-29,0.6,-,-,-,-,13.1,9.9
2023-10-30,2.2,-,-,-,-,12.0,8.5
2023-10-31,8.1,-,-,-,-,11.6,8.4
2023-11-01,13.6,-,-,-,-,11.8,9.3
2023-11-02,7.5,TANAH LONGSOR,Kec. Megamendung Ds. Gadog,BOGOR,●Dipicu hujan dengan intensitas tinggi yang mengakibatkan satu unit rumah amblas pada bagian kamar dan kamar mandi,12.3,9.0
2023-11-03,5.0,TANAH LONGSOR,Kec. Ciomas Ds. Mekarjaya Ds. Ciomas Rahayu,BOGOR,●Akibat hujan intensitas tinggi dengan durasi yang lama,10.2,8.3
2023-11-04,13.0,TANAH LONGSOR,Kec. Nanggung Ds. Pangkaljaya Ds. Curug Bitung Kec. Nanggung Kec. Sukajaya Ds. Kiarasari,BOGOR,●Dipicu oleh intensitas curah hujan yang cukup tinggi,7.7,9.1
2023-11-04,13.0,TANAH LONGSOR,Kec. Bogor Selatan Kel. Muarasari Kec. Cibinong Ds. Sukahati  Kec. Cisarua Ds. Batu Layang Kec. Sukamakmur  Ds. Sukamakmur  Kec. Bojong gede Ds. Waringin Jaya Kec. Cijeruk Ds. Cipelang,BOGOR,●Dipicu oleh hujan dengan intensitas tinggi,7.2,9.8
2023-11-05,17.4,TANAH LONGSOR,Kec. Sukaraja Ds. Cilebut Barat,BOGOR,"●Disebabkan hujan deras disertai angin kencang di wilayah tersebut sehingga mengakibatkan satu unit rumah mengalami kerusakan dan TPT Kali Cilebut tergerus air kali dan menyebabkan longsor Panjang ±10 meter, Tinggi ±6 meter, lebar ±4 meter",8.7,11.2
2023-11-06,15.6,-,-,-,-,9.6,12.0
2023-11-07,2.0,-,-,-,-,9.7,10.2
2023-11-08,4.0,-,-,-,-,9.9,9.1
2023-11-09,11.4,TANAH LONGSOR,Kec. Rancabungur  Ds. Bantar Jaya  Kec. Leuwiliang  Ds. Pabangbon  Ds. CIbeber 2  Kec. Nanggung Ds. Batu Tulis,BOGOR,●Disebabkan hujan deras dengan intensitas tinggi dan kontur tanah yang labil,10.2,9.5
2023-11-10,3.1,-,-,-,-,9.2,8.3
2023-11-11,25.1,-,-,-,-,11.0,11.4
2023-11-12,28.7,-,-,-,-,13.3,14.5
2023-11-13,5.5,-,-,-,-,12.6,12.9
2023-11-14,20.5,TANAH LONGSOR,Kec. Pamijahan Ds. Pamijahan Kec. Ciomas Ds. Laladon  Kec. Megamendung Ds.  Sukamahi  Ds. Sukamanah  Kec. Sukaraja Ds. Cilebut Timur Kec. Caringin  Ds. Pancawati,BOGOR,●Dipicu oleh intensitas curah hujan yang cukup tinggi,13.3,14.3
2023-11-15,11.3,-,-,-,-,12.7,13.7
2023-11-16,10.4,-,-,-,-,12.2,13.1
2023-11-17,34.9,-,-,-,-,15.5,17.1
2023-11-18,4.5,-,-,-,-,15.5,14.8
2023-11-19,2.6,-,-,-,-,14.7,12.6
2023-11-20,6.2,-,-,-,-,15.0,11.4
